id_vehiculo,fecha,hora,ondas,temp_motor,vibracion,presion,humedad,voltaje,velocidad,bateria1,bateria2,dist_supercharger1,dist_supercharger2
24596,14.07.2022,20:41:56,0.82,99.3,0.841,2.65,0.9,404.0,61.1,25.1,68.1,62.9,871.1
24596,14.07.2022,15:43:39,0.812,92.4,0.992,3.61,0.83,399.8,48.6,57.9,48.7,449.2,611.0
24596,14.07.2022,14:05:02,0.836,89.0,0.962,3.9,0.9,367.3,46.9,64.2,83.7,68.3,286.0
24596,14.07.2022,16:46:57,0.999,92.9,0.766,3.62,0.78,424.3,44.1,53.9,87.0,239.7,748.6
24596,14.07.2022,18:49:55,0.9,98.6,0.972,3.3,0.93,382.9,52.5,92.4,88.9,33.1,639.7
24596,14.07.2022,18:52:41,0.951,93.4,0.903,3.99,0.91,339.5,68.5,40.6,59.4,468.4,770.2
24596,14.07.2022,16:45:37,0.769,87.5,0.882,3.59,0.87,338.9,60.6,42.4,88.3,442.7,596.4
24596,14.07.2022,14:43:37,0.849,85.2,0.93,3.27,0.77,335.8,41.5,47.9,55.3,85.1,323.3
24596,14.07.2022,19:57:53,0.779,92.2,0.982,3.01,0.99,345.8,56.2,63.4,86.1,83.5,420.7
24596,14.07.2022,22:37:30,0.954,95.1,0.836,2.61,0.76,392.3,65.3,78.0,87.4,79.5,401.6
24596,14.07.2022,22:13:29,0.97,91.6,0.887,3.29,1.0,419.8,44.5,73.6,99.1,451.2,785.8
24596,14.07.2022,19:31:43,0.883,98.7,0.915,3.12,0.81,423.9,58.9,21.5,72.0,448.5,743.9
24596,14.07.2022,17:45:59,0.928,98.5,0.941,3.33,0.97,411.0,44.9,26.2,44.0,63.6,863.2
24596,14.07.2022,20:03:32,0.706,90.1,0.947,3.89,0.91,429.9,72.9,90.0,73.9,441.6,916.3
24596,14.07.2022,14:44:35,0.751,87.0,0.965,2.7,0.86,395.3,42.1,26.1,82.3,414.4,393.5
24596,14.07.2022,18:15:39,0.934,92.3,0.991,2.95,0.85,369.7,78.9,85.5,93.7,458.7,901.3
24596,14.07.2022,20:57:48,0.766,89.8,0.794,2.77,0.98,379.1,55.7,37.1,47.2,367.9,273.7
24596,14.07.2022,19:16:33,0.722,96.6,0.846,2.65,0.95,414.8,70.4,82.7,69.0,391.8,447.9
24596,14.07.2022,16:23:09,0.745,91.5,0.801,3.16,0.91,354.7,67.0,39.9,69.4,223.7,887.4
24596,14.07.2022,21:07:14,0.788,89.5,0.864,2.24,0.96,373.0,71.8,38.8,72.8,296.4,931.4
24596,14.07.2022,13:30:27,0.765,93.9,0.777,2.73,0.77,396.5,50.9,25.3,72.5,272.9,718.0
24596,14.07.2022,14:34:45,0.721,87.7,0.989,2.55,0.91,411.3,64.6,90.5,84.9,387.0,709.5
24596,14.07.2022,20:04:22,0.941,93.7,0.877,3.77,0.86,380.0,41.6,26.1,68.5,322.5,873.2
24596,14.07.2022,19:48:09,0.788,94.9,0.966,2.39,0.94,343.7,64.7,49.4,51.9,153.8,722.1
24596,14.07.2022,14:38:47,0.865,86.8,0.789,2.78,0.79,354.8,44.7,81.5,93.2,138.5,800.7
24596,14.07.2022,23:02:12,0.902,86.9,0.864,2.17,1.0,388.4,45.2,54.6,69.9,192.5,849.1
24596,14.07.2022,20:01:36,0.813,92.5,0.761,2.98,0.77,393.0,71.9,63.0,74.0,152.0,329.8
24596,14.07.2022,22:05:16,0.721,96.6,0.962,3.34,0.83,375.1,76.3,38.1,95.9,16.3,418.2
24596,14.07.2022,18:39:41,0.822,96.6,0.984,2.02,0.83,349.7,61.5,21.1,42.5,305.7,559.2
24596,14.07.2022,18:53:04,0.93,91.3,0.99,2.3,0.93,354.5,43.4,57.1,66.4,117.6,558.8
24596,14.07.2022,20:03:22,0.713,87.6,0.896,3.12,0.85,392.5,47.9,63.6,96.7,238.9,506.8
24596,14.07.2022,22:12:02,0.708,97.3,0.971,2.85,0.94,363.7,56.6,69.8,75.5,278.5,663.5
24596,14.07.2022,13:50:14,0.881,88.5,0.86,3.96,0.85,411.5,40.4,81.1,46.6,388.8,803.7
24596,14.07.2022,13:35:48,0.764,87.7,0.867,3.27,0.92,339.5,63.3,85.0,81.2,266.3,920.3
24596,14.07.2022,20:51:03,0.842,95.3,0.819,3.12,0.76,406.1,52.0,31.5,77.3,414.4,842.5
24596,14.07.2022,18:48:55,0.889,94.4,0.897,2.29,0.86,405.9,53.8,91.1,78.8,379.5,896.8
24596,14.07.2022,14:08:15,0.876,86.1,0.938,2.07,0.87,401.8,43.8,81.3,75.9,409.7,279.6
24596,14.07.2022,23:43:31,0.915,98.0,0.998,2.68,0.92,375.1,58.5,89.8,68.9,451.4,364.5
24596,14.07.2022,20:10:13,0.851,96.5,0.801,3.18,0.83,419.9,75.9,73.6,79.5,432.3,716.9
24596,14.07.2022,14:35:35,0.905,85.4,0.787,2.84,0.96,369.6,77.6,96.3,69.7,295.8,479.2
24596,14.07.2022,21:59:30,0.754,97.3,0.987,2.59,0.8,350.2,68.5,25.3,47.9,366.6,452.2
24596,14.07.2022,18:47:39,0.766,96.9,0.807,3.16,0.85,389.4,44.3,87.4,43.4,284.9,342.5
24596,14.07.2022,15:45:17,0.723,87.2,0.96,2.43,0.76,418.4,65.0,40.7,64.9,188.8,421.0
24596,14.07.2022,13:40:13,0.951,99.6,0.792,2.22,0.99,358.8,59.3,58.0,44.0,207.6,306.7
24596,14.07.2022,13:33:20,0.715,91.7,0.974,2.73,0.96,426.4,71.8,85.0,49.4,248.1,423.4
24596,14.07.2022,16:53:01,0.959,90.8,0.892,2.05,0.82,378.4,73.5,76.3,90.8,281.0,479.8
24596,14.07.2022,15:23:03,0.817,93.9,0.918,2.55,0.9,395.0,44.5,60.9,90.6,325.2,413.9
24596,14.07.2022,23:52:44,0.731,96.8,0.904,2.66,0.93,347.9,66.5,41.9,52.7,254.4,520.7
24596,14.07.2022,18:02:17,0.874,87.1,0.906,2.32,0.81,344.4,46.2,60.3,97.3,298.6,926.3
24596,14.07.2022,15:14:09,0.871,97.4,0.823,3.22,0.92,347.2,43.4,73.7,89.7,359.8,651.7
24596,14.07.2022,18:55:38,0.914,86.0,0.792,2.76,0.84,335.9,70.9,22.7,58.6,167.8,404.5
24596,14.07.2022,13:34:22,0.913,92.4,0.755,2.98,0.81,362.3,76.6,99.1,94.2,475.9,464.5
24596,14.07.2022,22:06:08,0.879,87.6,0.843,3.88,0.98,348.5,47.5,32.7,50.7,394.2,835.5
24596,14.07.2022,21:55:56,0.897,86.6,0.943,3.62,0.94,409.4,79.9,22.7,78.0,451.9,487.3
24596,14.07.2022,23:12:42,0.783,94.4,0.879,2.31,0.93,406.8,46.3,99.1,73.8,109.5,820.0
24596,14.07.2022,15:54:20,0.861,94.5,0.804,3.27,0.85,435.3,51.6,82.4,69.1,118.5,832.4
24596,14.07.2022,19:41:21,0.943,85.2,0.759,3.85,0.81,422.5,48.8,64.0,95.4,71.0,839.2
24596,14.07.2022,22:38:41,0.764,88.1,0.828,3.47,0.89,358.5,64.7,76.2,72.9,133.9,357.2
24596,14.07.2022,14:49:39,0.959,91.7,0.862,3.81,0.87,417.7,44.1,32.7,89.9,155.3,880.1
24596,14.07.2022,15:10:13,0.888,94.3,0.868,3.27,0.95,364.6,61.0,33.8,85.4,283.4,871.9
24596,14.07.2022,20:17:08,0.72,97.8,0.934,2.58,1.0,368.5,46.4,52.7,46.5,0.2,365.8
24596,14.07.2022,19:39:35,0.886,93.3,0.767,2.64,0.79,388.2,41.0,28.2,76.0,414.4,282.5
24596,14.07.2022,21:23:22,0.701,87.1,0.919,2.88,0.93,430.1,43.6,27.2,89.9,126.4,944.1
24596,14.07.2022,19:13:39,1.0,85.7,0.846,2.6,0.88,357.5,71.1,86.3,90.9,322.1,698.4
24596,14.07.2022,16:19:31,0.779,99.2,0.973,3.92,0.9,389.9,56.0,88.6,52.5,303.7,779.2
24596,14.07.2022,15:39:39,0.822,87.1,0.998,3.82,0.81,385.9,46.2,32.6,98.6,163.3,840.2
24596,14.07.2022,13:24:02,0.928,91.2,0.758,2.02,0.76,431.0,54.2,91.0,77.5,219.5,787.8
24596,14.07.2022,23:01:39,0.959,95.1,0.818,2.86,0.85,414.7,59.5,39.5,61.1,348.8,802.5
24596,14.07.2022,13:22:41,0.79,96.4,0.79,3.35,0.98,390.0,65.7,29.5,52.4,465.9,349.0
24596,14.07.2022,23:48:40,0.861,95.4,0.961,2.26,0.9,367.4,54.2,83.4,59.3,96.9,661.9
24596,14.07.2022,23:41:45,0.806,99.2,0.754,3.59,0.86,362.5,66.7,70.5,89.5,344.1,531.2
24596,14.07.2022,23:48:55,0.759,88.0,0.984,2.82,0.78,407.5,46.4,76.9,60.3,422.1,337.5
24596,14.07.2022,13:15:04,0.767,95.7,0.801,3.37,0.77,438.6,46.3,95.0,80.0,94.0,881.6
24596,14.07.2022,13:54:13,0.762,97.6,0.94,2.58,0.99,346.2,73.3,31.8,43.6,372.4,417.2
24596,14.07.2022,19:32:11,0.703,94.6,0.827,2.24,1.0,350.3,55.1,79.4,72.6,445.6,494.6
24596,14.07.2022,14:59:39,0.708,91.8,0.752,2.96,0.8,366.3,41.8,60.2,85.8,75.6,923.4
24596,14.07.2022,15:47:17,0.947,94.9,0.789,2.94,0.81,357.8,47.5,68.7,76.4,182.0,366.4
24596,14.07.2022,23:15:38,0.793,99.6,0.973,2.63,0.82,416.4,43.8,89.9,47.0,277.9,273.2
24596,14.07.2022,23:06:41,0.921,86.4,0.872,3.63,0.77,434.9,66.0,71.2,47.3,386.4,492.6
24596,14.07.2022,23:32:27,0.937,99.6,0.753,3.05,0.78,370.2,59.7,83.5,60.3,268.6,567.9
24596,14.07.2022,19:13:03,0.99,87.0,0.921,2.43,0.86,423.3,69.0,53.0,62.5,78.3,391.2
24596,14.07.2022,18:51:32,0.758,87.4,0.932,2.28,0.79,342.1,65.8,97.2,47.7,158.7,557.7
24596,14.07.2022,20:23:33,0.739,92.2,0.859,3.72,0.75,369.0,48.6,81.3,76.4,87.9,574.5
24596,14.07.2022,16:30:51,0.955,86.0,0.776,3.36,0.97,408.1,57.4,74.8,96.4,295.6,367.3
24596,14.07.2022,14:38:16,0.782,91.1,0.784,3.23,0.94,389.9,64.5,61.4,49.8,444.2,838.7
24596,14.07.2022,17:48:01,0.922,86.4,0.763,2.5,0.78,382.3,79.3,82.4,52.9,448.0,905.6
24596,14.07.2022,16:50:05,0.718,85.8,0.919,2.82,1.0,436.5,65.5,40.2,85.2,405.2,388.4
24596,14.07.2022,21:01:16,0.77,90.5,0.799,3.49,0.77,341.1,64.7,56.6,80.6,479.6,696.7
24596,14.07.2022,23:48:28,0.785,95.4,0.855,3.29,0.82,412.8,58.2,85.5,63.8,252.8,677.5
24596,14.07.2022,14:17:43,0.866,98.5,0.924,2.41,0.97,372.6,72.0,30.3,68.0,402.4,561.8
24596,14.07.2022,16:45:09,0.74,90.0,0.951,2.05,0.97,383.6,68.3,79.0,84.4,192.3,902.3
24596,14.07.2022,22:42:21,0.806,90.5,0.874,2.42,0.8,399.3,70.1,90.4,68.0,246.9,943.9
24596,14.07.2022,22:06:30,0.841,99.9,0.811,3.84,0.76,413.9,40.3,28.9,85.0,378.9,745.4
24596,14.07.2022,14:54:24,0.832,99.2,0.83,3.59,0.89,392.6,55.9,32.4,55.5,435.8,864.5
24596,14.07.2022,14:54:28,0.834,85.6,0.965,2.81,0.92,341.8,45.0,26.4,77.5,194.2,533.1
24596,14.07.2022,16:39:37,0.712,93.4,0.946,3.19,0.78,365.7,49.5,58.2,81.4,405.8,606.6
24596,14.07.2022,13:02:24,0.972,93.1,0.817,3.3,0.88,386.6,67.2,43.8,96.2,447.3,895.0
24596,14.07.2022,21:35:05,0.919,86.3,0.752,3.42,0.89,420.1,78.3,61.1,92.5,177.5,793.5
24596,14.07.2022,22:27:01,0.895,88.8,0.861,3.6,0.95,344.9,73.6,34.7,42.0,324.2,511.6
24596,14.07.2022,23:17:34,0.956,96.6,0.987,2.61,0.92,406.6,64.1,70.1,76.8,247.7,746.9
24596,14.07.2022,14:22:34,0.786,90.9,0.976,3.35,0.87,412.5,74.4,47.7,82.0,274.0,868.8
24596,14.07.2022,19:32:38,0.883,95.4,0.9,2.55,0.98,375.1,62.7,89.3,84.1,437.2,650.6
24596,14.07.2022,22:08:08,0.903,98.5,0.954,3.95,0.8,356.1,40.6,81.7,86.8,311.8,848.9
24596,14.07.2022,13:03:26,0.817,98.7,0.862,2.98,0.84,331.7,65.9,64.3,53.9,256.3,937.3
24596,14.07.2022,13:10:28,0.781,95.1,0.819,3.17,0.94,399.4,68.7,58.2,97.8,438.2,570.4
24596,14.07.2022,15:05:20,0.974,96.9,0.906,3.61,0.85,438.8,42.0,74.3,93.3,279.7,328.5
24596,14.07.2022,21:36:21,0.927,87.2,0.872,2.06,0.9,429.0,73.3,57.7,71.7,218.2,717.8
24596,14.07.2022,21:50:27,0.936,85.4,0.962,2.67,0.97,429.7,64.4,59.8,99.3,186.3,508.3
24596,14.07.2022,14:50:40,0.907,99.9,0.971,2.9,0.82,331.1,59.4,49.0,67.6,94.7,277.0
24596,14.07.2022,23:16:07,0.801,98.0,0.916,3.15,0.78,334.5,45.8,92.6,89.4,430.4,683.0
24596,14.07.2022,21:37:22,0.902,89.6,0.794,2.48,0.87,380.1,76.3,22.9,86.0,162.5,810.9
24596,14.07.2022,19:15:06,0.782,97.9,0.783,2.94,0.8,336.3,77.2,27.1,63.7,331.0,711.0
24596,14.07.2022,19:55:52,0.78,96.7,0.881,3.88,0.82,345.2,63.5,58.5,44.7,399.1,608.6
24596,14.07.2022,22:53:33,0.767,95.9,0.824,3.51,0.99,389.1,41.6,21.7,98.7,405.2,413.6
24596,14.07.2022,20:40:47,0.81,93.5,0.981,3.72,0.78,439.3,73.4,42.7,78.5,154.2,440.0
24596,14.07.2022,17:06:05,0.852,86.8,0.762,3.98,0.8,389.8,40.7,61.9,85.4,64.5,441.1
24596,14.07.2022,23:31:56,0.95,85.1,0.886,3.53,0.85,396.2,75.1,57.4,77.8,155.3,279.1
24596,14.07.2022,23:15:29,0.966,96.4,0.916,2.26,0.81,346.5,76.2,39.1,71.0,366.3,899.2
24596,14.07.2022,17:12:08,0.891,85.2,0.77,2.67,0.81,352.3,50.5,93.8,44.2,31.1,786.2
24596,14.07.2022,18:02:10,0.855,92.1,0.868,2.29,0.75,354.4,63.2,40.5,99.0,76.2,479.0
24596,14.07.2022,22:30:24,0.794,93.7,0.962,2.66,0.8,338.3,56.3,24.6,64.0,98.3,719.0
24596,14.07.2022,20:37:04,0.732,98.7,0.981,3.2,0.98,374.3,43.0,27.3,58.5,466.0,295.7
24596,14.07.2022,21:11:12,0.794,97.2,0.926,3.21,0.77,403.7,75.3,28.5,48.4,462.5,397.9
24596,14.07.2022,21:09:40,0.944,89.1,0.995,3.87,0.77,371.4,55.4,89.9,97.7,473.7,918.3
24596,14.07.2022,17:21:49,0.949,91.0,0.852,2.09,0.96,430.0,51.4,21.9,86.4,436.1,391.9
24596,14.07.2022,20:03:26,0.882,93.3,0.853,2.43,0.78,357.8,53.4,84.4,86.4,166.7,848.1
24596,14.07.2022,19:00:00,0.935,90.8,0.772,3.65,0.79,375.4,61.7,28.2,57.7,48.3,666.0
24596,14.07.2022,15:17:24,0.825,96.2,0.779,2.2,0.84,346.7,52.9,69.4,85.5,68.7,924.7
24596,14.07.2022,17:32:31,0.997,90.2,0.873,2.04,0.8,436.0,63.2,47.4,44.8,298.1,313.3
24596,14.07.2022,22:49:42,0.958,90.3,0.859,2.38,0.91,383.9,68.4,66.0,64.1,174.0,480.0
24596,14.07.2022,21:44:24,0.746,86.7,0.809,3.15,0.88,344.1,66.0,39.3,77.2,31.4,896.7
24596,14.07.2022,13:52:33,0.805,94.9,0.851,2.05,0.78,410.1,62.2,53.2,69.6,9.9,429.5
24596,14.07.2022,23:39:38,0.747,86.0,0.892,3.32,0.98,383.3,43.2,34.0,43.1,303.5,575.1
24596,14.07.2022,18:46:29,0.951,90.4,0.801,2.49,0.82,433.3,75.8,67.8,70.2,400.0,611.5
24596,14.07.2022,16:55:18,0.875,88.7,0.781,3.91,0.88,383.0,59.9,45.1,66.8,414.3,670.3
24596,14.07.2022,19:24:31,0.846,97.1,0.848,2.01,0.77,434.7,61.6,54.5,91.4,327.2,380.3
24596,14.07.2022,13:09:39,0.895,88.1,0.963,3.89,0.85,429.4,42.5,79.7,54.5,114.5,424.4
24596,14.07.2022,13:27:14,0.955,95.1,0.846,2.83,0.87,389.8,61.2,36.6,50.1,125.4,797.4
24596,14.07.2022,13:01:18,0.738,98.2,0.761,3.92,0.91,380.0,40.4,64.0,84.5,179.1,527.8
24596,14.07.2022,23:19:31,0.737,95.3,0.805,3.84,0.9,364.5,54.8,52.9,82.0,33.9,871.4
24596,14.07.2022,19:09:28,0.782,91.1,0.792,3.42,0.97,350.0,40.4,51.5,56.5,268.1,341.0
24596,14.07.2022,21:16:28,0.975,87.9,0.965,2.1,0.82,431.6,48.7,43.9,76.4,168.7,593.0
24596,14.07.2022,18:06:16,0.857,87.9,0.861,2.74,0.78,388.0,62.9,31.1,51.2,80.1,587.4
24596,14.07.2022,23:51:18,0.809,86.8,0.895,3.77,0.78,420.3,66.4,76.0,41.0,444.7,836.8
24596,14.07.2022,15:07:39,0.819,91.6,0.85,2.64,0.8,338.3,54.1,80.9,61.8,371.4,285.4
24596,14.07.2022,15:35:36,0.768,89.8,0.753,3.46,0.87,378.4,77.8,59.5,81.0,335.4,684.4
24596,14.07.2022,15:22:18,0.944,91.0,0.865,2.87,0.91,383.9,46.8,49.8,66.2,435.0,611.1
24596,14.07.2022,16:52:13,0.893,99.2,0.84,2.31,1.0,370.9,74.8,49.2,59.0,6.9,480.5
24596,14.07.2022,18:12:45,0.851,95.0,0.944,3.83,0.99,351.6,74.0,40.2,84.2,87.5,856.1
24596,14.07.2022,21:35:29,0.857,93.7,0.764,3.27,1.0,390.5,52.3,47.5,80.8,354.8,421.1
24596,14.07.2022,22:21:08,0.859,95.0,0.828,2.49,0.96,361.0,44.3,94.6,63.7,211.0,281.5
24596,14.07.2022,13:00:07,0.749,88.0,0.811,2.42,0.92,345.8,54.4,53.5,62.1,86.7,914.9
24596,14.07.2022,22:50:22,0.998,89.6,0.995,2.6,0.94,392.9,63.8,92.1,58.0,460.7,299.0
24596,14.07.2022,20:26:08,0.894,86.9,0.837,3.91,0.91,401.5,58.4,76.8,86.0,143.4,769.4
24596,14.07.2022,15:56:52,0.991,92.7,0.767,3.11,0.91,346.0,50.5,86.5,43.7,316.3,851.2
24596,14.07.2022,21:12:00,0.706,99.8,0.803,3.21,0.99,340.2,40.9,44.1,57.9,244.7,819.1
24596,14.07.2022,14:37:05,0.943,89.7,0.844,2.66,0.94,332.2,78.6,83.5,77.3,202.4,305.7
24596,14.07.2022,17:43:39,0.948,95.5,0.849,3.07,0.95,439.1,78.8,26.2,61.5,399.7,609.9
24596,14.07.2022,20:18:32,0.834,94.5,0.765,3.79,0.82,371.2,42.8,27.1,93.4,415.9,629.6
24596,14.07.2022,13:38:23,0.896,95.4,0.9,2.29,0.96,389.6,77.4,72.7,47.5,55.8,417.0
24596,14.07.2022,15:49:15,0.74,98.4,0.785,3.93,0.91,414.4,45.2,87.6,66.7,33.7,372.1
24596,14.07.2022,17:18:08,0.735,91.4,0.788,3.55,1.0,335.1,66.1,51.8,49.4,429.3,278.9
24596,14.07.2022,23:43:15,0.916,86.4,0.866,3.77,0.88,373.6,64.6,58.2,89.9,146.9,639.6
24596,14.07.2022,20:38:19,0.959,90.5,0.995,3.64,0.92,381.6,70.4,46.1,69.0,98.1,380.2
24596,14.07.2022,16:28:52,0.899,95.9,0.916,2.99,0.86,347.9,41.3,69.7,65.0,317.9,751.2
24596,14.07.2022,13:17:23,0.985,89.5,0.78,2.58,0.78,407.9,44.4,91.4,73.6,121.2,432.5
24596,14.07.2022,21:23:02,0.813,98.0,0.894,3.17,0.87,417.6,41.4,20.6,44.3,26.9,354.4
24596,14.07.2022,14:59:20,0.84,99.7,0.877,2.34,0.95,423.9,58.8,59.9,70.1,102.0,539.6
24596,14.07.2022,22:10:07,0.854,95.3,0.755,2.36,0.96,403.9,47.0,82.9,51.1,295.9,900.4
24596,14.07.2022,23:52:32,0.828,93.9,0.811,3.9,0.96,342.3,40.4,52.0,49.4,190.8,301.4
24596,14.07.2022,16:06:18,0.946,97.5,0.895,3.4,0.79,399.2,53.2,76.9,92.7,46.3,837.3
24596,14.07.2022,19:35:44,0.901,96.3,0.776,2.18,0.94,406.9,66.4,45.9,48.6,443.0,678.0
24596,14.07.2022,16:58:11,0.841,98.1,0.903,3.49,0.92,346.0,61.0,37.8,61.7,171.4,291.8
24596,14.07.2022,22:54:57,0.72,92.5,0.974,2.72,0.99,402.5,66.0,42.4,81.4,49.6,367.0
24596,14.07.2022,13:06:25,0.739,94.2,0.79,3.1,0.92,347.2,57.7,43.9,67.0,106.8,829.0
24596,14.07.2022,17:32:23,0.945,90.3,0.853,3.42,0.84,438.5,60.3,36.9,51.0,202.6,286.0
24596,14.07.2022,13:45:46,0.827,91.5,0.946,3.32,0.96,388.5,54.0,20.6,56.9,50.4,448.2
24596,14.07.2022,14:50:55,0.902,91.2,0.873,3.76,0.85,404.7,56.8,21.7,98.6,73.2,937.0
24596,14.07.2022,16:53:19,0.782,99.9,0.925,3.74,0.86,425.8,57.6,29.6,69.5,250.6,657.1
24596,14.07.2022,20:40:07,0.783,91.8,0.876,3.19,0.92,337.0,59.8,30.5,92.4,160.5,298.7
24596,14.07.2022,16:43:51,0.775,95.0,0.949,2.27,0.89,357.3,41.8,37.0,89.0,410.0,569.1
24596,14.07.2022,18:49:57,0.772,92.5,0.752,3.2,0.91,345.6,45.4,24.0,82.1,373.8,558.8
24596,14.07.2022,14:36:06,0.77,85.2,0.823,3.65,0.77,408.9,68.3,37.2,92.0,5.7,411.3
24596,14.07.2022,22:34:40,0.952,92.8,0.971,2.61,0.82,352.4,68.3,82.0,42.2,143.3,546.8
24596,14.07.2022,22:23:48,0.726,93.3,0.787,3.94,0.89,350.8,57.5,91.7,49.2,387.3,468.6
24596,14.07.2022,20:25:31,0.76,87.5,0.783,2.15,0.77,403.7,68.5,24.9,92.6,279.8,447.0
24596,14.07.2022,20:01:12,0.898,97.7,0.943,2.44,0.89,360.8,58.9,25.4,77.0,93.8,398.6
24596,14.07.2022,22:01:21,0.828,98.6,0.752,3.7,0.98,429.8,64.0,84.5,71.1,61.7,377.4
24596,14.07.2022,18:21:31,0.846,92.2,0.902,3.78,0.82,393.4,76.8,71.1,63.5,156.6,833.4
24596,14.07.2022,16:16:24,0.736,91.4,0.828,3.15,0.83,342.9,64.7,49.9,71.7,335.5,722.8
24596,14.07.2022,22:48:35,0.731,93.5,0.781,3.02,0.78,347.2,41.3,65.6,67.4,111.0,759.3
24596,14.07.2022,14:36:18,0.812,97.2,0.976,3.58,0.78,364.4,62.1,80.7,69.9,407.4,730.3
24596,14.07.2022,21:28:13,0.812,89.5,0.833,3.54,0.87,356.2,69.7,84.0,80.1,152.9,850.1
24596,14.07.2022,18:31:27,0.823,90.7,0.821,2.05,0.82,387.4,62.3,66.4,53.1,340.7,280.1
24596,14.07.2022,18:32:24,0.762,97.3,0.775,3.79,0.95,346.5,60.0,55.9,98.7,409.4,548.4
24596,14.07.2022,16:31:24,0.998,91.2,0.998,2.68,0.78,378.4,48.3,36.2,47.3,309.1,405.9
24596,14.07.2022,15:42:53,0.728,97.8,0.92,2.43,0.96,332.9,72.6,95.6,69.9,395.0,938.4
24596,14.07.2022,19:28:37,0.758,97.8,0.777,3.37,0.92,404.1,60.8,80.4,55.5,75.6,589.8
24596,14.07.2022,20:45:29,0.786,98.4,0.83,2.82,0.97,384.5,75.1,91.6,64.8,233.7,727.5
24596,14.07.2022,22:17:11,0.806,94.4,0.958,2.95,0.83,430.9,60.5,28.6,50.4,359.9,813.2
24596,14.07.2022,23:26:21,0.884,96.3,0.968,2.65,0.77,419.2,70.7,28.1,45.2,168.0,496.7
24596,14.07.2022,19:29:49,0.791,92.6,0.906,2.58,0.87,369.5,69.3,66.7,89.2,134.3,864.0
24596,14.07.2022,17:48:25,0.764,98.6,0.762,3.78,0.87,339.8,46.7,26.0,74.6,149.2,447.8
24596,14.07.2022,23:24:15,0.744,86.0,0.806,2.59,0.83,422.9,57.8,58.0,70.8,393.4,684.2
24596,14.07.2022,23:32:39,0.866,90.0,0.891,2.63,0.89,332.0,41.1,78.1,50.2,337.6,719.3
24596,14.07.2022,15:05:46,0.967,98.9,0.965,3.66,0.8,365.8,58.7,92.7,73.3,71.7,947.0
24596,14.07.2022,17:29:38,0.91,87.6,0.795,2.64,0.98,381.8,62.4,63.9,72.0,179.7,707.2
24596,14.07.2022,13:55:24,0.8,95.3,0.88,2.96,0.82,411.8,64.8,33.0,91.3,59.0,905.9
24596,14.07.2022,15:08:22,0.809,90.4,0.977,3.82,0.84,431.7,46.2,29.4,48.4,120.1,521.0
24596,14.07.2022,14:56:15,0.883,99.3,0.762,2.34,0.75,411.9,74.0,22.3,94.3,244.5,627.5
24596,14.07.2022,19:24:37,0.961,93.7,0.994,3.02,0.87,395.8,62.8,21.7,94.4,330.6,518.5
24596,14.07.2022,23:47:10,0.919,93.6,0.975,3.31,0.92,346.5,72.2,91.6,66.4,126.1,537.6
24596,14.07.2022,19:12:56,0.866,89.2,0.855,2.95,0.89,334.6,40.0,32.3,81.4,260.0,623.5
24596,14.07.2022,22:19:50,0.992,95.4,0.946,3.39,0.99,332.2,44.4,48.2,44.2,132.4,290.4
24596,14.07.2022,19:23:34,0.748,96.8,0.974,3.52,0.97,378.5,54.6,45.9,56.4,380.3,736.6
24596,14.07.2022,18:37:33,0.819,94.1,0.783,2.4,0.93,401.1,63.6,22.4,42.2,115.4,713.9
24596,14.07.2022,18:28:53,0.884,96.1,0.885,2.28,0.88,364.5,78.3,39.7,42.3,84.2,776.6
24596,14.07.2022,14:36:39,0.995,92.4,0.774,3.98,0.89,426.7,61.9,24.2,75.8,147.9,903.3
24596,14.07.2022,23:17:09,0.883,86.6,0.837,3.96,1.0,409.1,56.7,72.6,90.5,87.9,833.3
24596,14.07.2022,13:03:05,0.93,98.6,0.924,2.02,0.93,399.0,43.2,38.5,51.4,137.8,540.1
24596,14.07.2022,21:50:58,0.795,94.5,0.973,3.91,0.87,386.7,45.5,37.7,65.0,212.0,707.1
24596,14.07.2022,13:37:21,0.916,96.4,0.782,2.59,1.0,332.3,41.0,77.0,66.4,361.1,407.1
24596,14.07.2022,22:55:46,0.869,89.0,0.882,3.03,0.8,409.2,71.9,61.3,95.6,147.5,754.9
24596,14.07.2022,16:50:40,0.99,86.3,0.761,3.63,0.81,361.3,67.8,65.5,48.6,354.4,341.0
24596,14.07.2022,23:15:54,0.829,90.4,0.809,2.92,0.77,422.7,69.9,67.9,47.2,46.0,761.0
24596,14.07.2022,16:42:32,0.951,95.8,0.776,2.22,0.86,353.1,60.4,66.7,76.6,253.9,343.8
24596,14.07.2022,16:11:25,0.793,95.4,0.926,2.72,0.87,402.7,43.6,35.3,54.4,371.4,668.7
24596,14.07.2022,15:17:59,0.827,88.2,0.809,3.79,0.84,407.9,66.0,29.0,78.4,465.4,718.7
24596,14.07.2022,16:08:33,0.756,90.0,0.985,3.01,0.97,437.5,74.9,75.3,80.0,221.5,325.1
24596,14.07.2022,22:41:02,0.801,92.4,0.83,3.47,0.97,375.3,50.4,74.1,73.4,455.6,349.4
24596,14.07.2022,13:12:44,0.997,87.9,0.848,2.81,0.94,410.4,57.3,25.6,92.5,440.4,819.0
24596,14.07.2022,15:44:42,0.859,93.4,0.932,3.06,0.76,425.3,59.3,25.4,95.8,76.9,429.4
